-1	4	4	4	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	5
-1	4	4	4	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	5
-1	4	4	4	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	5	5	13	13	13	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	5
5	4	4	4	5	13	13	13	5	5	5	-1	-1	-1	5	5	5	5	-1	-1	-1	5	-1	-1	2	5	5	5	-1	-1	-1	5
5	4	4	4	5	-1	-1	-1	5	5	5	-1	-1	7	5	5	5	5	-1	-1	-1	5	-1	-1	-1	5	5	5	-1	-1	-1	5
5	4	4	4	5	-1	-1	-1	5	5	5	-1	-1	-1	5	5	5	5	-1	-1	-1	5	-1	-1	-1	5	5	5	-1	-1	-1	5
5	4	4	4	5	-1	-1	-1	5	5	5	-1	-1	-1	4	5	5	5	-1	-1	-1	5	-1	-1	-1	5	5	-1	-1	-1	5	5
5	4	4	4	5	-1	-1	-1	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	2	-1	-1	5	-1	-1	-1	5	5	5
5	4	4	4	5	-1	-1	-1	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	5	5	-1	-1	-1	5	5
5	4	4	4	5	-1	-1	-1	5	5	5	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	5	5	5	-1	-1	-1	5
5	4	4	4	5	-1	-1	-1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-1	-1	13	5	5	-1	-1	-1	5	5
5	4	4	4	5	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	5	5	5
5	4	4	4	5	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	-1	-1	-1	5	5
5	4	4	4	5	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	5	-1	-1	-1	5
5	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-1	-1	-1	5
5	4	4	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5
5	4	4	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5
5	5	5	5	5	5	5	5	5	5	5	5	5	11	11	11	11	11	11	11	11	11	5	5	5	5	5	5	5	5	5	5
																															
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
